clock,passenger_enter,passenger_leave,car_enter,car_leave,motorcycle_enter,motorcycle_leave,bicycle_enter,bicycle_leave,walker,car_parked,motorcycle_parked,bicycle_parked,car_cannot_park,motorcycle_cannot_park,bicycle_cannot_park,car_left_failed,motorcycle_left_failed,bicycle_left_failed,CPU_time(in second)
8,16,16,3,3,5,5,3,3,10,87,2,1237,3,5,3,0,0,0,
9,11,11,2,2,3,3,2,2,8,87,2,1237,0,0,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,87,2,1237,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,87,2,1237,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,87,2,1237,0,0,0,0,0,0,
13,3,3,1,1,1,1,1,1,0,87,2,1237,0,0,0,0,0,0,
14,23,23,5,5,7,7,5,5,12,85,0,1235,2,2,2,0,0,0,
15,10,10,2,2,3,3,2,2,6,85,0,1235,0,0,0,0,0,0,
16,5,5,1,1,2,2,1,1,2,85,0,1235,0,0,0,0,0,0,
17,56,15,3,0,6,5,12,1,44,88,0,1243,0,1,3,0,0,0,
18,6,59,1,5,2,15,1,5,36,84,0,1239,0,0,0,0,13,0,
19,3,3,1,1,1,1,1,1,0,84,0,1239,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,84,0,1239,0,1,0,0,1,0,
21,3,3,1,1,1,1,1,1,0,84,0,1239,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,84,0,1239,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,84,0,1239,0,0,0,0,0,0,
6,19,0,2,0,5,0,2,0,10,86,5,1241,0,0,0,0,0,0,
7,22,0,6,0,0,0,1,0,15,90,5,1242,2,0,0,0,0,0,
8,19,19,4,4,6,6,4,4,10,86,0,1238,4,5,4,0,0,0,
9,13,13,3,3,4,4,3,3,6,86,0,1238,0,0,0,0,0,0,
10,5,5,1,1,2,2,1,1,2,86,0,1238,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,86,0,1238,0,0,0,0,0,0,
12,2,2,0,0,1,1,0,0,2,86,0,1238,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,86,0,1238,0,0,0,0,0,0,
14,13,13,3,3,4,4,3,3,6,86,0,1238,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,86,0,1238,0,0,0,0,0,0,
16,6,6,1,1,2,2,1,1,4,86,0,1238,0,0,0,0,0,0,
17,54,15,3,0,5,5,12,1,43,89,0,1243,0,0,6,0,0,0,
18,6,60,1,5,2,16,1,5,36,85,0,1239,0,0,0,0,14,0,
19,3,3,1,1,1,1,1,1,0,85,0,1239,0,0,0,0,0,0,
20,28,28,6,6,8,8,6,6,16,84,0,1239,1,4,0,0,4,0,
21,4,4,1,1,1,1,1,1,2,84,0,1239,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
23,12,12,2,2,4,4,2,2,8,84,0,1239,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1239,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,84,0,1239,0,0,0,0,0,0,
6,34,0,3,0,9,0,3,0,19,87,6,1242,0,3,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,90,6,1242,2,0,1,0,0,0,
8,23,23,5,5,7,7,5,5,12,85,0,1237,5,7,5,0,1,0,
9,17,17,3,3,5,5,3,3,12,85,0,1237,0,0,0,0,0,0,
10,11,11,2,2,3,3,2,2,8,85,0,1237,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,85,0,1237,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,85,0,1237,0,0,0,0,0,0,
14,12,12,2,2,4,4,2,2,8,85,0,1237,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,85,0,1237,0,0,0,0,0,0,
16,10,10,2,2,3,3,2,2,6,85,0,1237,0,0,0,0,0,0,
17,57,15,3,0,6,5,13,1,44,88,1,1241,0,0,8,0,0,0,
18,5,51,1,4,2,13,1,4,31,85,0,1238,0,0,0,0,10,0,
19,4,4,1,1,1,1,1,1,2,85,0,1238,0,0,0,0,0,0,
20,25,25,5,5,8,8,5,5,14,85,0,1238,0,3,0,0,3,0,
21,4,4,1,1,1,1,1,1,2,85,0,1238,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1238,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,85,0,1238,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1238,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1238,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1238,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1238,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1238,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,85,0,1238,0,0,0,0,0,0,
6,26,0,2,0,7,0,2,0,15,87,7,1240,0,0,0,0,0,0,
7,12,0,3,0,0,0,1,0,8,90,7,1240,0,0,1,0,0,0,
8,17,17,3,3,5,5,3,3,12,87,2,1237,3,5,3,0,0,0,
9,10,10,2,2,3,3,2,2,6,87,2,1237,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,87,2,1237,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,87,2,1237,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,87,2,1237,0,0,0,0,0,0,
13,5,5,1,1,2,2,1,1,2,87,2,1237,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,87,2,1237,0,0,0,0,0,0,
15,7,7,1,1,2,2,1,1,6,87,2,1237,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,87,2,1237,0,0,0,0,0,0,
17,47,13,3,0,5,5,10,1,36,90,1,1241,0,1,5,0,0,0,
18,6,57,1,5,2,15,1,5,34,85,0,1237,1,0,0,0,12,0,
19,3,3,1,1,1,1,1,1,0,85,0,1237,0,0,0,0,0,0,
20,16,16,3,3,5,5,3,3,10,85,0,1237,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,85,0,1237,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
23,21,21,4,4,6,6,4,4,14,85,0,1237,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1237,0,0,0,0,0,0,
5,2,2,0,0,1,1,0,0,2,85,0,1237,0,0,0,0,0,0,
6,17,0,1,0,4,0,1,0,11,86,4,1238,0,0,0,0,0,0,
7,13,0,3,0,0,0,1,0,9,89,4,1239,0,0,0,0,0,0,
8,25,25,5,5,8,8,5,5,14,85,0,1237,4,6,2,0,2,0,
9,15,15,3,3,4,4,3,3,10,85,0,1237,0,0,0,0,0,0,
10,6,6,1,1,2,2,1,1,4,85,0,1237,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,85,0,1237,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,85,0,1237,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,85,0,1237,0,0,0,0,0,0,
14,24,24,5,5,7,7,5,5,14,85,0,1235,0,0,2,0,0,0,
15,5,5,1,1,2,2,1,1,2,85,0,1235,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,85,0,1235,0,0,0,0,0,0,
17,47,13,3,0,5,5,10,1,36,88,0,1243,0,0,1,0,0,0,
18,7,66,1,6,2,17,1,6,40,83,0,1238,0,0,0,0,15,0,
19,5,5,1,1,2,2,1,1,2,83,0,1238,0,0,0,0,0,0,
20,20,20,4,4,6,6,4,4,12,83,0,1238,0,0,0,0,0,0,
21,5,5,1,1,2,2,1,1,2,83,0,1238,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,83,0,1238,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,83,0,1238,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,83,0,1238,0,0,0,0,0,0,
6,31,0,3,0,8,0,3,0,17,86,7,1240,0,1,1,0,0,0,
7,21,0,6,0,0,0,1,0,14,90,7,1240,2,0,1,0,0,0,
8,10,10,2,2,3,3,2,2,6,88,4,1238,2,3,2,0,0,0,
9,11,11,2,2,3,3,2,2,8,88,4,1238,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,88,4,1238,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,88,4,1238,0,0,0,0,0,0,
12,2,2,0,0,1,1,0,0,2,88,4,1238,0,0,0,0,0,0,
13,6,6,1,1,2,2,1,1,4,88,4,1238,0,0,0,0,0,0,
14,15,15,3,3,4,4,3,3,10,87,3,1237,1,1,1,0,0,0,
15,7,7,1,1,2,2,1,1,6,87,3,1237,0,0,0,0,0,0,
16,10,10,2,2,3,3,2,2,6,87,3,1237,0,0,0,0,0,0,
17,43,12,3,0,4,4,9,1,34,90,1,1243,0,2,2,0,0,0,
18,5,52,1,5,2,14,1,5,29,85,0,1239,1,0,0,0,11,0,
19,4,4,1,1,1,1,1,1,2,85,0,1239,0,0,0,0,0,0,
20,26,26,5,5,8,8,5,5,16,85,0,1239,0,3,0,0,3,0,
21,3,3,1,1,1,1,1,1,0,85,0,1239,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
23,13,13,3,3,4,4,3,3,6,85,0,1239,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,85,0,1239,0,0,0,0,0,0,
6,27,0,2,0,7,0,2,0,16,87,6,1241,0,1,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,90,6,1242,2,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,86,0,1238,4,7,4,0,1,0,
9,11,11,2,2,3,3,2,2,8,86,0,1238,0,0,0,0,0,0,
10,10,10,2,2,3,3,2,2,6,86,0,1238,0,0,0,0,0,0,
11,11,11,2,2,3,3,2,2,8,86,0,1238,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,86,0,1238,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,86,0,1238,0,0,0,0,0,0,
14,22,22,4,4,7,7,4,4,14,86,0,1238,0,1,0,0,1,0,
15,7,7,1,1,2,2,1,1,6,86,0,1238,0,0,0,0,0,0,
16,5,5,1,1,2,2,1,1,2,86,0,1238,0,0,0,0,0,0,
17,49,13,3,0,5,5,11,1,37,89,0,1243,0,0,5,0,0,0,
18,6,62,1,5,2,16,1,5,38,85,0,1239,0,0,0,0,14,0,
19,4,4,1,1,1,1,1,1,2,85,0,1239,0,0,0,0,0,0,
20,14,14,3,3,4,4,3,3,8,85,0,1239,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,85,0,1239,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,85,0,1239,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,85,0,1239,0,0,0,0,0,0,
6,22,0,2,0,6,0,2,0,12,87,6,1241,0,0,0,0,0,0,
7,14,0,4,0,0,0,1,0,9,90,6,1242,1,0,0,0,0,0,
8,17,17,3,3,5,5,3,3,12,87,1,1239,3,5,3,0,0,0,
9,16,16,3,3,5,5,3,3,10,87,1,1239,0,0,0,0,0,0,
10,9,9,2,2,3,3,2,2,4,87,1,1239,0,0,0,0,0,0,
11,6,6,1,1,2,2,1,1,4,87,1,1239,0,0,0,0,0,0,
12,5,5,1,1,2,2,1,1,2,87,1,1239,0,0,0,0,0,0,
13,5,5,1,1,2,2,1,1,2,87,1,1239,0,0,0,0,0,0,
14,15,15,3,3,4,4,3,3,10,87,1,1239,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,87,1,1239,0,0,0,0,0,0,
16,8,8,2,2,2,2,2,2,4,87,1,1239,0,0,0,0,0,0,
17,55,15,3,0,6,5,12,1,43,90,1,1241,0,1,9,0,0,0,
18,6,64,1,6,2,17,1,6,37,84,0,1236,1,0,0,0,14,0,
19,6,6,1,1,2,2,1,1,4,84,0,1236,0,0,0,0,0,0,
20,22,22,4,4,7,7,4,4,14,84,0,1236,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,84,0,1236,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,84,0,1236,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1236,0,0,0,0,0,0,
6,25,0,2,0,7,0,2,0,14,86,7,1238,0,0,0,0,0,0,
7,16,0,4,0,0,0,1,0,11,90,7,1239,0,0,0,0,0,0,
8,11,11,2,2,3,3,2,2,8,88,4,1238,2,3,1,0,0,0,
9,18,18,4,4,5,5,4,4,10,86,2,1236,2,2,2,0,0,0,
10,11,11,2,2,3,3,2,2,8,86,2,1236,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,86,2,1236,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,86,2,1236,0,0,0,0,0,0,
13,8,8,2,2,2,2,2,2,4,86,2,1236,0,0,0,0,0,0,
14,19,19,4,4,6,6,4,4,10,86,1,1236,0,1,0,0,0,0,
15,5,5,1,1,2,2,1,1,2,86,1,1236,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,86,1,1236,0,0,0,0,0,0,
17,57,16,3,0,6,6,13,1,44,89,0,1243,0,2,5,0,1,0,
18,6,62,1,5,2,16,1,5,38,85,0,1239,0,0,0,0,14,0,
19,4,4,1,1,1,1,1,1,2,85,0,1239,0,0,0,0,0,0,
20,19,19,4,4,6,6,4,4,10,85,0,1239,0,1,0,0,1,0,
21,3,3,1,1,1,1,1,1,0,85,0,1239,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
23,22,22,4,4,7,7,4,4,14,85,0,1239,0,2,0,0,2,0,
0,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1239,0,0,0,0,0,0,
5,5,5,1,1,2,2,1,1,2,85,0,1239,0,0,0,0,0,0,
6,20,0,2,0,5,0,2,0,11,87,5,1241,0,0,0,0,0,0,
7,19,0,5,0,0,0,1,0,13,90,5,1242,2,0,0,0,0,0,
8,14,14,3,3,4,4,3,3,8,87,2,1239,3,3,3,0,0,0,
9,10,10,2,2,3,3,2,2,6,87,2,1239,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,87,2,1239,0,0,0,0,0,0,
11,7,7,1,1,2,2,1,1,6,87,2,1239,0,0,0,0,0,0,
12,3,3,1,1,1,1,1,1,0,87,2,1239,0,0,0,0,0,0,
13,11,11,2,2,3,3,2,2,8,87,2,1239,0,0,0,0,0,0,
14,16,16,3,3,5,5,3,3,10,87,1,1239,0,1,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,87,1,1239,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,87,1,1239,0,0,0,0,0,0,
17,56,15,3,0,6,5,12,1,44,90,1,1241,0,1,9,0,0,0,
18,7,68,1,6,2,18,1,6,41,84,0,1236,1,0,0,0,15,0,
19,3,3,1,1,1,1,1,1,0,84,0,1236,0,0,0,0,0,0,
20,15,15,3,3,4,4,3,3,10,84,0,1236,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,84,0,1236,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
23,17,17,3,3,5,5,3,3,12,84,0,1236,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
5,6,6,1,1,2,2,1,1,4,84,0,1236,0,0,0,0,0,0,
6,35,0,3,0,9,0,3,0,20,87,7,1239,0,2,0,0,0,0,
7,12,0,3,0,0,0,1,0,8,90,7,1240,0,0,0,0,0,0,
8,12,12,2,2,4,4,2,2,8,88,3,1238,2,4,2,0,0,0,
9,16,16,3,3,5,5,3,3,10,87,1,1238,1,2,0,0,0,0,
10,8,8,2,2,2,2,2,2,4,87,1,1238,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,87,1,1238,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,87,1,1238,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,87,1,1238,0,0,0,0,0,0,
14,23,23,5,5,7,7,5,5,12,85,0,1238,2,3,0,0,2,0,
15,11,11,2,2,3,3,2,2,8,85,0,1238,0,0,0,0,0,0,
16,6,6,1,1,2,2,1,1,4,85,0,1238,0,0,0,0,0,0,
17,45,12,3,0,4,4,10,1,35,88,0,1245,0,0,2,0,0,0,
18,7,70,1,6,2,18,1,6,43,83,0,1240,0,0,0,0,16,0,
19,4,4,1,1,1,1,1,1,2,83,0,1240,0,0,0,0,0,0,
20,19,19,4,4,6,6,4,4,10,83,0,1240,0,1,0,0,1,0,
21,5,5,1,1,2,2,1,1,2,83,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,83,0,1240,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,83,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,83,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,83,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,83,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,83,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,83,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,83,0,1240,0,0,0,0,0,0,
6,23,0,2,0,6,0,2,0,13,85,6,1242,0,0,0,0,0,0,
7,15,0,4,0,0,0,1,0,10,89,6,1242,0,0,1,0,0,0,
8,15,15,3,3,4,4,3,3,10,87,2,1239,2,4,3,0,0,0,
9,12,12,2,2,4,4,2,2,8,87,2,1239,0,0,0,0,0,0,
10,6,6,1,1,2,2,1,1,4,87,2,1239,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,87,2,1239,0,0,0,0,0,0,
12,6,6,1,1,2,2,1,1,4,87,2,1239,0,0,0,0,0,0,
13,9,9,2,2,3,3,2,2,4,87,2,1239,0,0,0,0,0,0,
14,16,16,3,3,5,5,3,3,10,87,1,1239,0,1,0,0,0,0,
15,9,9,2,2,3,3,2,2,4,87,1,1239,0,0,0,0,0,0,
16,11,11,2,2,3,3,2,2,8,87,1,1239,0,0,0,0,0,0,
17,53,15,3,0,5,5,12,1,42,90,1,1241,0,0,9,0,0,0,
18,7,66,1,6,2,17,1,6,40,84,0,1236,1,0,0,0,14,0,
19,5,5,1,1,2,2,1,1,2,84,0,1236,0,0,0,0,0,0,
20,17,17,3,3,5,5,3,3,12,84,0,1236,0,0,0,0,0,0,
21,3,3,1,1,1,1,1,1,0,84,0,1236,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
23,14,14,3,3,4,4,3,3,8,84,0,1236,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,84,0,1236,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,84,0,1236,0,0,0,0,0,0,
6,28,0,2,0,7,0,2,0,17,86,7,1238,0,0,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,90,7,1239,1,0,0,0,0,0,
8,22,22,4,4,7,7,4,4,14,86,0,1236,4,7,3,0,0,0,
9,13,13,3,3,4,4,3,3,6,86,0,1236,0,0,0,0,0,0,
10,7,7,1,1,2,2,1,1,6,86,0,1236,0,0,0,0,0,0,
11,8,8,2,2,2,2,2,2,4,86,0,1236,0,0,0,0,0,0,
12,6,6,1,1,2,2,1,1,4,86,0,1236,0,0,0,0,0,0,
13,10,10,2,2,3,3,2,2,6,86,0,1236,0,0,0,0,0,0,
14,17,17,3,3,5,5,3,3,12,86,0,1236,0,0,0,0,0,0,
15,8,8,2,2,2,2,2,2,4,86,0,1236,0,0,0,0,0,0,
16,7,7,1,1,2,2,1,1,6,86,0,1236,0,0,0,0,0,0,
17,46,13,3,0,5,5,10,1,35,89,0,1245,0,1,0,0,1,0,
18,6,55,1,5,2,14,1,5,33,85,0,1241,0,0,0,0,12,0,
19,4,4,1,1,1,1,1,1,2,85,0,1241,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,85,0,1240,0,1,1,0,1,0,
21,4,4,1,1,1,1,1,1,2,85,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
23,14,14,3,3,4,4,3,3,8,85,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
5,4,4,1,1,1,1,1,1,2,85,0,1240,0,0,0,0,0,0,
6,25,0,2,0,7,0,2,0,14,87,6,1242,0,1,0,0,0,0,
7,25,0,7,0,0,0,2,0,16,90,6,1242,4,0,2,0,0,0,
8,19,19,4,4,6,6,4,4,10,86,0,1238,4,6,4,0,0,0,
9,15,15,3,3,4,4,3,3,10,86,0,1238,0,0,0,0,0,0,
10,6,6,1,1,2,2,1,1,4,86,0,1238,0,0,0,0,0,0,
11,9,9,2,2,3,3,2,2,4,86,0,1238,0,0,0,0,0,0,
12,6,6,1,1,2,2,1,1,4,86,0,1238,0,0,0,0,0,0,
13,7,7,1,1,2,2,1,1,6,86,0,1238,0,0,0,0,0,0,
14,18,18,4,4,5,5,4,4,10,86,0,1238,0,0,0,0,0,0,
15,10,10,2,2,3,3,2,2,6,86,0,1238,0,0,0,0,0,0,
16,9,9,2,2,3,3,2,2,4,86,0,1238,0,0,0,0,0,0,
17,42,12,3,0,4,4,9,1,33,89,0,1245,0,0,1,0,0,0,
18,6,57,1,5,2,15,1,5,34,85,0,1241,0,0,0,0,13,0,
19,4,4,1,1,1,1,1,1,2,85,0,1241,0,0,0,0,0,0,
20,21,21,4,4,6,6,4,4,14,85,0,1240,0,1,1,0,1,0,
21,5,5,1,1,2,2,1,1,2,85,0,1240,0,0,0,0,0,0,
22,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
23,15,15,3,3,4,4,3,3,10,85,0,1240,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
1,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
2,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
3,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
4,0,0,0,0,0,0,0,0,0,85,0,1240,0,0,0,0,0,0,
5,3,3,1,1,1,1,1,1,0,85,0,1240,0,0,0,0,0,0,
6,20,0,2,0,5,0,2,0,11,87,5,1242,0,0,0,0,0,0,
7,20,0,5,0,0,0,1,0,14,90,5,1243,2,0,0,0,0,0,
8,11,11,2,2,3,3,2,2,8,88,2,1242,2,3,1,0,0,0,
9,11,11,2,2,3,3,2,2,8,88,2,1242,0,0,0,0,0,0,
10,11,11,2,2,3,3,2,2,8,88,2,1242,0,0,0,0,0,0,
11,3,3,1,1,1,1,1,1,0,88,2,1242,0,0,0,0,0,0,
12,4,4,1,1,1,1,1,1,2,88,2,1242,0,0,0,0,0,0,
13,10,10,2,2,3,3,2,2,6,88,2,1242,0,0,0,0,0,0,
14,22,22,4,4,7,7,4,4,14,86,0,1240,2,4,2,0,2,0,
15,8,8,2,2,2,2,2,2,4,86,0,1240,0,0,0,0,0,0,
16,10,10,2,2,3,3,2,2,6,86,0,1240,0,0,0,0,0,0,
17,42,12,3,0,4,4,9,1,33,89,0,1245,0,0,3,0,0,0,
